0.00000000	0.50000000
0.00100000	0.46887710
0.00200000	0.45627814
0.00300000	0.44672662
0.00400000	0.43875245
0.00500000	0.43178620
0.00600000	0.42553585
0.00700000	0.41982789
0.00800000	0.41454931
0.00900000	0.40962159
0.01000000	0.40498756
0.01100000	0.40060407
0.01200000	0.39643760
0.01300000	0.39246147
0.01400000	0.38865407
0.01500000	0.38499760
0.01600000	0.38147715
0.01700000	0.37808013
0.01800000	0.37479578
0.01900000	0.37161481
0.02000000	0.36852914
0.02100000	0.36553168
0.02200000	0.36261619
0.02300000	0.35977712
0.02400000	0.35700952
0.02500000	0.35430895
0.02600000	0.35167143
0.02700000	0.34909332
0.02800000	0.34657134
0.02900000	0.34410251
0.03000000	0.34168408
0.03100000	0.33931353
0.03200000	0.33698857
0.03300000	0.33470705
0.03400000	0.33246702
0.03500000	0.33026663
0.03600000	0.32810419
0.03700000	0.32597813
0.03800000	0.32388696
0.03900000	0.32182932
0.04000000	0.31980390
0.04100000	0.31780951
0.04200000	0.31584500
0.04300000	0.31390930
0.04400000	0.31200141
0.04500000	0.31012038
0.04600000	0.30826531
0.04700000	0.30643535
0.04800000	0.30462969
0.04900000	0.30284757
0.05000000	0.30108828
0.05100000	0.29935111
0.05200000	0.29763543
0.05300000	0.29594059
0.05400000	0.29426602
0.05500000	0.29261114
0.05600000	0.29097541
0.05700000	0.28935833
0.05800000	0.28775938
0.05900000	0.28617810
0.06000000	0.28461404
0.06100000	0.28306676
0.06200000	0.28153585
0.06300000	0.28002091
0.06400000	0.27852154
0.06500000	0.27703740
0.06600000	0.27556811
0.06700000	0.27411334
0.06800000	0.27267276
0.06900000	0.27124605
0.07000000	0.26983291
0.07100000	0.26843305
0.07200000	0.26704617
0.07300000	0.26567201
0.07400000	0.26431030
0.07500000	0.26296079
0.07600000	0.26162322
0.07700000	0.26029737
0.07800000	0.25898299
0.07900000	0.25767986
0.08000000	0.25638777
0.08100000	0.25510651
0.08200000	0.25383587
0.08300000	0.25257565
0.08400000	0.25132567
0.08500000	0.25008574
0.08600000	0.24885567
0.08700000	0.24763530
0.08800000	0.24642445
0.08900000	0.24522295
0.09000000	0.24403065
0.09100000	0.24284739
0.09200000	0.24167302
0.09300000	0.24050739
0.09400000	0.23935035
0.09500000	0.23820178
0.09600000	0.23706152
0.09700000	0.23592945
0.09800000	0.23480543
0.09900000	0.23368935
0.10000000	0.23258108
0.10100000	0.23148050
0.10200000	0.23038749
0.10300000	0.22930194
0.10400000	0.22822373
0.10500000	0.22715277
0.10600000	0.22608893
0.10700000	0.22503213
0.10800000	0.22398225
0.10900000	0.22293921
0.11000000	0.22190290
0.11100000	0.22087322
0.11200000	0.21985010
0.11300000	0.21883343
0.11400000	0.21782312
0.11500000	0.21681910
0.11600000	0.21582128
0.11700000	0.21482958
0.11800000	0.21384391
0.11900000	0.21286420
0.12000000	0.21189036
0.12100000	0.21092233
0.12200000	0.20996003
0.12300000	0.20900339
0.12400000	0.20805233
0.12500000	0.20710678
0.12600000	0.20616668
0.12700000	0.20523197
0.12800000	0.20430257
0.12900000	0.20337842
0.13000000	0.20245945
0.13100000	0.20154562
0.13200000	0.20063684
0.13300000	0.19973308
0.13400000	0.19883426
0.13500000	0.19794033
0.13600000	0.19705123
0.13700000	0.19616691
0.13800000	0.19528732
0.13900000	0.19441239
0.14000000	0.19354209
0.14100000	0.19267635
0.14200000	0.19181513
0.14300000	0.19095837
0.14400000	0.19010604
0.14500000	0.18925807
0.14600000	0.18841443
0.14700000	0.18757507
0.14800000	0.18673994
0.14900000	0.18590899
0.15000000	0.18508219
0.15100000	0.18425950
0.15200000	0.18344086
0.15300000	0.18262623
0.15400000	0.18181558
0.15500000	0.18100887
0.15600000	0.18020605
0.15700000	0.17940709
0.15800000	0.17861195
0.15900000	0.17782058
0.16000000	0.17703296
0.16100000	0.17624905
0.16200000	0.17546880
0.16300000	0.17469219
0.16400000	0.17391918
0.16500000	0.17314974
0.16600000	0.17238382
0.16700000	0.17162141
0.16800000	0.17086246
0.16900000	0.17010694
0.17000000	0.16935482
0.17100000	0.16860607
0.17200000	0.16786066
0.17300000	0.16711856
0.17400000	0.16637973
0.17500000	0.16564416
0.17600000	0.16491180
0.17700000	0.16418263
0.17800000	0.16345662
0.17900000	0.16273375
0.18000000	0.16201398
0.18100000	0.16129729
0.18200000	0.16058365
0.18300000	0.15987304
0.18400000	0.15916543
0.18500000	0.15846079
0.18600000	0.15775910
0.18700000	0.15706033
0.18800000	0.15636446
